epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,657.938,0.06785,0.14161,0.8971,0.51718,0.648,0.60214,0.60214,0.18482,1.53288,0.25206,0.000608468,0.000608468,0.000608468
31,679.678,0.05988,0.12826,0.88438,0.5226,0.66667,0.52435,0.52435,0.19138,2.09203,0.26144,0.000580174,0.000580174,0.000580174
32,701.289,0.06011,0.1255,0.89381,0.85602,0.66667,0.73863,0.73863,0.1988,2.04436,0.27131,0.00055188,0.00055188,0.00055188
33,723.074,0.06337,0.12533,0.89219,0.55513,0.66667,0.63772,0.63772,0.20994,1.7526,0.28955,0.000523586,0.000523586,0.000523586
34,744.976,0.06074,0.12336,0.90169,0.58117,0.66667,0.66049,0.66049,0.21195,1.74891,0.29779,0.000495291,0.000495291,0.000495291
35,766.963,0.05765,0.11866,0.89311,0.85709,0.66667,0.77403,0.75425,0.18887,1.877,0.23787,0.000466997,0.000466997,0.000466997
36,788.94,0.05275,0.11379,0.89977,0.85804,0.66667,0.77067,0.77067,0.13913,1.9737,0.19811,0.000438703,0.000438703,0.000438703
37,810.562,0.05099,0.11854,0.88902,0.47812,0.64266,0.52013,0.52013,0.10524,2.21294,0.16125,0.000410409,0.000410409,0.000410409
38,832.287,0.05239,0.114,0.88363,0.52263,0.66667,0.63504,0.63504,0.16017,1.90571,0.20885,0.000382115,0.000382115,0.000382115
39,853.813,0.0507,0.11296,0.88601,0.54512,0.66667,0.65397,0.65397,0.18904,1.7965,0.25184,0.00035382,0.00035382,0.00035382
40,875.474,0.0495,0.1017,0.88857,0.5674,0.66667,0.65301,0.65301,0.18972,1.71872,0.25693,0.000325526,0.000325526,0.000325526
41,896.165,0.04619,0.18725,0.91415,0.85602,0.66667,0.67237,0.66745,0.23185,2.42278,0.30518,0.000297232,0.000297232,0.000297232
42,916.764,0.03841,0.07752,0.90341,0.86699,0.66667,0.60439,0.60439,0.19838,1.90973,0.26637,0.000268938,0.000268938,0.000268938
43,937.236,0.0366,0.07355,0.90507,0.86735,0.66667,0.60243,0.60243,0.20571,2.04678,0.27172,0.000240644,0.000240644,0.000240644
44,957.877,0.03179,0.06638,0.90057,0.86523,0.66667,0.59732,0.59732,0.18981,1.91017,0.24541,0.000212349,0.000212349,0.000212349
45,978.399,0.02693,0.1341,0.90264,0.87696,0.66261,0.79297,0.79297,0.152,1.68664,0.20785,0.000184055,0.000184055,0.000184055
46,999.03,0.0279,0.0606,0.89614,0.86737,0.66261,0.76014,0.76014,0.14537,1.87647,0.19524,0.000155761,0.000155761,0.000155761
47,1019.77,0.02538,0.05269,0.89923,0.55671,0.65856,0.6311,0.6311,0.16565,1.76857,0.23198,0.000127467,0.000127467,0.000127467
48,1040.57,0.02399,0.04856,0.89047,0.55931,0.65856,0.62817,0.62817,0.16222,1.75743,0.22228,9.91726e-05,9.91726e-05,9.91726e-05
49,1061.41,0.02123,0.04563,0.90067,0.56044,0.66059,0.62285,0.62285,0.16829,1.74878,0.23087,7.08784e-05,7.08784e-05,7.08784e-05
50,1082.03,0.01971,0.05327,0.90172,0.54886,0.66261,0.62144,0.62144,0.17288,1.83673,0.23306,4.25842e-05,4.25842e-05,4.25842e-05
