epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,153.403,0.63183,2.3144,1.15646,0.4151,0.41544,0.42325,0.37659,0.50713,2.39311,1.14702,0.000168165,0.000168165,0.000168165
27,167.142,0.63289,2.29945,1.14288,0.60993,0.31734,0.43156,0.39284,0.4968,2.34314,1.1389,0.000161572,0.000161572,0.000161572
28,180.824,0.55932,2.18871,1.10132,0.66107,0.3206,0.42391,0.38114,0.49559,2.28961,1.12589,0.000154978,0.000154978,0.000154978
29,194.394,0.56065,2.143,1.11212,0.54303,0.3516,0.42928,0.38738,0.48693,2.25741,1.11687,0.000148385,0.000148385,0.000148385
30,207.727,0.5558,2.08895,1.11754,0.52788,0.35612,0.42475,0.38031,0.48513,2.25208,1.11426,0.000141791,0.000141791,0.000141791
31,221.33,0.55866,2.03665,1.10439,0.45586,0.50497,0.43971,0.3949,0.47054,2.2566,1.10248,0.000135198,0.000135198,0.000135198
32,234.547,0.52227,2.02276,1.07694,0.4775,0.45665,0.43221,0.39362,0.47098,2.25962,1.09343,0.000128605,0.000128605,0.000128605
33,247.522,0.49869,1.88624,1.04612,0.64245,0.35555,0.43226,0.3953,0.46588,2.30647,1.07956,0.000122011,0.000122011,0.000122011
34,260.168,0.56565,1.94571,1.14384,0.58897,0.37761,0.42889,0.39067,0.47883,2.31189,1.08779,0.000115418,0.000115418,0.000115418
35,273.046,0.48307,1.83389,1.04041,0.57412,0.39996,0.42443,0.38082,0.49527,2.30335,1.10118,0.000108824,0.000108824,0.000108824
36,286.037,0.56563,1.88636,1.13988,0.69926,0.33655,0.43501,0.39215,0.47848,2.30736,1.07915,0.000102231,0.000102231,0.000102231
37,298.769,0.50236,1.78925,1.07418,0.62083,0.42273,0.44566,0.40545,0.46916,2.27061,1.07329,9.56376e-05,9.56376e-05,9.56376e-05
38,311.861,0.54965,1.81235,1.06295,0.60918,0.43135,0.45068,0.40959,0.46813,2.24655,1.06723,8.90442e-05,8.90442e-05,8.90442e-05
39,324.41,0.46491,1.67928,1.04113,0.6112,0.41458,0.45104,0.40725,0.47459,2.22714,1.07264,8.24508e-05,8.24508e-05,8.24508e-05
40,336.939,0.48887,1.78242,1.04091,0.67233,0.35257,0.44947,0.41103,0.47651,2.2622,1.08094,7.58574e-05,7.58574e-05,7.58574e-05
41,349.739,0.28698,1.72673,0.90274,0.5252,0.46926,0.45018,0.40777,0.48301,2.25926,1.09203,6.9264e-05,6.9264e-05,6.9264e-05
42,362.331,0.26474,1.74415,0.89051,0.54202,0.435,0.4495,0.40416,0.49237,2.29299,1.09271,6.26706e-05,6.26706e-05,6.26706e-05
43,375.185,0.25693,1.76255,0.87519,0.58414,0.38832,0.45066,0.40744,0.48344,2.32284,1.07156,5.60772e-05,5.60772e-05,5.60772e-05
44,388.221,0.25289,1.76607,0.90555,0.59533,0.36651,0.44239,0.40063,0.47029,2.28474,1.07346,4.94838e-05,4.94838e-05,4.94838e-05
45,401.981,0.23157,1.67348,0.87179,0.54857,0.40882,0.43797,0.39426,0.47184,2.26884,1.08196,4.28904e-05,4.28904e-05,4.28904e-05
46,414.123,0.24442,1.69256,0.89481,0.5782,0.38097,0.43612,0.39207,0.47351,2.2615,1.08445,3.6297e-05,3.6297e-05,3.6297e-05
47,426.407,0.22864,1.56704,0.8762,0.59655,0.37845,0.4486,0.40576,0.46694,2.23207,1.0745,2.97036e-05,2.97036e-05,2.97036e-05
48,438.46,0.23136,1.55916,0.86871,0.57623,0.41245,0.45117,0.40862,0.46268,2.16331,1.08147,2.31102e-05,2.31102e-05,2.31102e-05
49,450.623,0.23438,1.59572,0.87073,0.56801,0.41249,0.45262,0.41002,0.46064,2.13567,1.08167,1.65168e-05,1.65168e-05,1.65168e-05
50,462.952,0.22451,1.54629,0.85968,0.57396,0.41088,0.45811,0.41586,0.4586,2.12364,1.08071,9.9234e-06,9.9234e-06,9.9234e-06
