epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,99.9745,0.69368,2.54508,1.21817,0.44713,0.30226,0.34218,0.28881,0.59101,2.70515,1.16252,0.000227506,0.000227506,0.000227506
18,107.371,0.68807,2.58174,1.21636,0.46452,0.31465,0.34499,0.29037,0.60196,2.72011,1.16282,0.000220912,0.000220912,0.000220912
19,120.168,0.5981,2.45342,1.12749,0.39398,0.3611,0.35667,0.30285,0.57376,2.58883,1.12306,0.000214319,0.000214319,0.000214319
20,133.296,0.64227,2.43295,1.19553,0.31657,0.40874,0.37569,0.33018,0.53731,2.38489,1.10537,0.000207725,0.000207725,0.000207725
21,139.394,0.61881,2.23431,1.1419,0.33962,0.43407,0.39785,0.35355,0.54023,2.4119,1.1096,0.000201132,0.000201132,0.000201132
22,145.007,0.61144,2.2784,1.16855,0.3948,0.38136,0.39456,0.3519,0.54876,2.39497,1.11741,0.000194539,0.000194539,0.000194539
23,150.429,0.57358,2.11078,1.12002,0.58325,0.33769,0.41984,0.37173,0.53775,2.36036,1.10357,0.000187945,0.000187945,0.000187945
24,156.148,0.52962,2.0126,1.09527,0.5539,0.32381,0.43008,0.38516,0.55164,2.32602,1.09837,0.000181352,0.000181352,0.000181352
25,161.645,0.55508,1.93761,1.13555,0.577,0.30194,0.43062,0.37583,0.55919,2.26819,1.10603,0.000174758,0.000174758,0.000174758
26,167.165,0.58979,1.92753,1.14102,0.67921,0.26917,0.42037,0.36099,0.60454,2.275,1.158,0.000168165,0.000168165,0.000168165
27,172.68,0.59139,2.01248,1.12575,0.70619,0.26257,0.41752,0.35934,0.56664,2.31329,1.1381,0.000161572,0.000161572,0.000161572
28,178.332,0.54991,1.87411,1.10539,0.40212,0.41814,0.44528,0.39732,0.51738,2.24856,1.09508,0.000154978,0.000154978,0.000154978
29,183.901,0.55328,1.8534,1.12235,0.42965,0.44889,0.45885,0.40554,0.51337,2.23484,1.10076,0.000148385,0.000148385,0.000148385
30,189.431,0.55515,1.82909,1.12337,0.42359,0.45434,0.45501,0.40445,0.51682,2.26647,1.11011,0.000141791,0.000141791,0.000141791
31,194.9,0.5186,1.72737,1.08066,0.56409,0.36652,0.47012,0.41141,0.5067,2.29137,1.1037,0.000135198,0.000135198,0.000135198
32,200.424,0.52536,1.70641,1.08537,0.61992,0.36011,0.46423,0.40738,0.50493,2.30861,1.0921,0.000128605,0.000128605,0.000128605
33,205.893,0.48941,1.62004,1.04016,0.44133,0.43418,0.46872,0.41195,0.50065,2.31423,1.08584,0.000122011,0.000122011,0.000122011
34,211.352,0.55474,1.70902,1.1267,0.55871,0.38513,0.46497,0.40665,0.48964,2.32989,1.07278,0.000115418,0.000115418,0.000115418
35,216.782,0.48498,1.60946,1.04791,0.43691,0.40473,0.46374,0.41035,0.48831,2.32153,1.06996,0.000108824,0.000108824,0.000108824
36,222.29,0.56305,1.72181,1.12273,0.46703,0.43636,0.46573,0.41386,0.50538,2.37676,1.08409,0.000102231,0.000102231,0.000102231
37,227.812,0.50403,1.60883,1.07375,0.4298,0.45261,0.46352,0.40843,0.49834,2.40749,1.07853,9.56376e-05,9.56376e-05,9.56376e-05
38,233.275,0.53127,1.62101,1.06438,0.4299,0.45479,0.47546,0.42108,0.49212,2.41135,1.07011,8.90442e-05,8.90442e-05,8.90442e-05
39,238.868,0.4754,1.51841,1.04593,0.40271,0.44575,0.4767,0.41971,0.49297,2.35203,1.06758,8.24508e-05,8.24508e-05,8.24508e-05
40,244.571,0.47445,1.54443,1.04768,0.40086,0.44934,0.47647,0.42328,0.49264,2.30315,1.06974,7.58574e-05,7.58574e-05,7.58574e-05
41,249.921,0.30648,1.61454,0.92185,0.72908,0.30857,0.48627,0.42782,0.5014,2.29073,1.0788,6.9264e-05,6.9264e-05,6.9264e-05
42,255.211,0.31416,1.6,0.94155,0.51461,0.38307,0.47378,0.41479,0.52985,2.34683,1.0978,6.26706e-05,6.26706e-05,6.26706e-05
43,260.492,0.29643,1.59152,0.90113,0.59107,0.37226,0.48242,0.42303,0.53731,2.40809,1.10267,5.60772e-05,5.60772e-05,5.60772e-05
44,265.798,0.29709,1.62283,0.96094,0.54374,0.39077,0.4931,0.4347,0.50688,2.31497,1.0863,4.94838e-05,4.94838e-05,4.94838e-05
45,271.136,0.27209,1.5568,0.91352,0.53998,0.4199,0.50221,0.44401,0.50113,2.24465,1.08056,4.28904e-05,4.28904e-05,4.28904e-05
46,276.455,0.27588,1.57384,0.91618,0.54136,0.42196,0.49892,0.44245,0.49678,2.22088,1.07859,3.6297e-05,3.6297e-05,3.6297e-05
47,281.797,0.25654,1.4702,0.90255,0.54959,0.43324,0.49955,0.44567,0.49462,2.22288,1.07565,2.97036e-05,2.97036e-05,2.97036e-05
48,287.112,0.25213,1.45658,0.90192,0.53119,0.43955,0.49902,0.44649,0.48302,2.21787,1.06493,2.31102e-05,2.31102e-05,2.31102e-05
49,292.444,0.26057,1.52802,0.91442,0.57603,0.40597,0.49903,0.44737,0.48138,2.20262,1.06282,1.65168e-05,1.65168e-05,1.65168e-05
50,297.852,0.26782,1.46846,0.91041,0.5746,0.40672,0.49945,0.44743,0.48304,2.19789,1.06467,9.9234e-06,9.9234e-06,9.9234e-06
